,image_id,frame_number,original_label
0,59b93afb-23d2-11e8-a6a3-ec086b02610b.jpg,2,cat
1,59641f56-23d2-11e8-a6a3-ec086b02610b.jpg,2,opossum
2,59b93a3b-23d2-11e8-a6a3-ec086b02610b.jpg,2,rabbit
3,5a2176e7-23d2-11e8-a6a3-ec086b02610b.jpg,2,dog
4,5a1cb0d8-23d2-11e8-a6a3-ec086b02610b.jpg,2,opossum
5,59e919aa-23d2-11e8-a6a3-ec086b02610b.jpg,1,opossum
6,59e91a9f-23d2-11e8-a6a3-ec086b02610b.jpg,3,rabbit
7,5976a3a9-23d2-11e8-a6a3-ec086b02610b.jpg,2,cat
8,5973880a-23d2-11e8-a6a3-ec086b02610b.jpg,1,skunk
9,5a0b01f5-23d2-11e8-a6a3-ec086b02610b.jpg,3,cat
10,5a17dd15-23d2-11e8-a6a3-ec086b02610b.jpg,1,coyote
11,599bea78-23d2-11e8-a6a3-ec086b02610b.jpg,1,opossum
12,59da8969-23d2-11e8-a6a3-ec086b02610b.jpg,1,rabbit
13,59d8ebf0-23d2-11e8-a6a3-ec086b02610b.jpg,2,rabbit
14,5a217832-23d2-11e8-a6a3-ec086b02610b.jpg,1,opossum
15,5a1fe84c-23d2-11e8-a6a3-ec086b02610b.jpg,1,opossum
16,59bac849-23d2-11e8-a6a3-ec086b02610b.jpg,1,opossum
17,5a0b0192-23d2-11e8-a6a3-ec086b02610b.jpg,3,opossum
18,5a2177bf-23d2-11e8-a6a3-ec086b02610b.jpg,3,cat
19,59d8ed34-23d2-11e8-a6a3-ec086b02610b.jpg,2,bird
20,59af966d-23d2-11e8-a6a3-ec086b02610b.jpg,3,bobcat
21,5a27dad1-23d2-11e8-a6a3-ec086b02610b.jpg,2,raccoon
22,5a2c8575-23d2-11e8-a6a3-ec086b02610b.jpg,2,cat
23,59a30d59-23d2-11e8-a6a3-ec086b02610b.jpg,1,bird
24,59ffbb81-23d2-11e8-a6a3-ec086b02610b.jpg,1,cat
25,59f2c410-23d2-11e8-a6a3-ec086b02610b.jpg,3,bird
26,59ac6cd8-23d2-11e8-a6a3-ec086b02610b.jpg,2,coyote
27,599d7ee4-23d2-11e8-a6a3-ec086b02610b.jpg,2,raccoon
28,5a07cbea-23d2-11e8-a6a3-ec086b02610b.jpg,2,rabbit
29,59f9459e-23d2-11e8-a6a3-ec086b02610b.jpg,3,opossum
30,5a296689-23d2-11e8-a6a3-ec086b02610b.jpg,2,raccoon
31,5976a2d4-23d2-11e8-a6a3-ec086b02610b.jpg,1,coyote
32,598308a6-23d2-11e8-a6a3-ec086b02610b.jpg,3,rodent
33,598308fa-23d2-11e8-a6a3-ec086b02610b.jpg,1,opossum
34,59fae5ee-23d2-11e8-a6a3-ec086b02610b.jpg,2,cat
35,59ac69d9-23d2-11e8-a6a3-ec086b02610b.jpg,1,opossum
36,59b7a844-23d2-11e8-a6a3-ec086b02610b.jpg,3,cat
37,5a0c9b96-23d2-11e8-a6a3-ec086b02610b.jpg,3,opossum
38,598f7547-23d2-11e8-a6a3-ec086b02610b.jpg,2,opossum
39,598f76c9-23d2-11e8-a6a3-ec086b02610b.jpg,2,cat
40,5a062f01-23d2-11e8-a6a3-ec086b02610b.jpg,2,raccoon
41,598de9db-23d2-11e8-a6a3-ec086b02610b.jpg,3,bird
42,599a59f5-23d2-11e8-a6a3-ec086b02610b.jpg,2,bobcat
43,597cd3cd-23d2-11e8-a6a3-ec086b02610b.jpg,3,bobcat
44,599fc090-23d2-11e8-a6a3-ec086b02610b.jpg,1,raccoon
45,59a94dd5-23d2-11e8-a6a3-ec086b02610b.jpg,3,opossum
46,5998cfae-23d2-11e8-a6a3-ec086b02610b.jpg,1,cat
47,598307b9-23d2-11e8-a6a3-ec086b02610b.jpg,1,opossum
48,59c31be6-23d2-11e8-a6a3-ec086b02610b.jpg,1,opossum
49,59f1284f-23d2-11e8-a6a3-ec086b02610b.jpg,2,opossum
50,598de7fc-23d2-11e8-a6a3-ec086b02610b.jpg,3,raccoon
51,5a096c23-23d2-11e8-a6a3-ec086b02610b.jpg,2,squirrel
52,5a07cba6-23d2-11e8-a6a3-ec086b02610b.jpg,2,opossum
53,5971fa6f-23d2-11e8-a6a3-ec086b02610b.jpg,2,opossum
54,59ddc164-23d2-11e8-a6a3-ec086b02610b.jpg,2,coyote
55,59e44112-23d2-11e8-a6a3-ec086b02610b.jpg,3,bobcat
56,5a1cb150-23d2-11e8-a6a3-ec086b02610b.jpg,3,opossum
57,5a116de8-23d2-11e8-a6a3-ec086b02610b.jpg,2,raccoon
58,598495bd-23d2-11e8-a6a3-ec086b02610b.jpg,1,raccoon
59,5a0fd020-23d2-11e8-a6a3-ec086b02610b.jpg,2,opossum
60,59da8aad-23d2-11e8-a6a3-ec086b02610b.jpg,3,raccoon
61,599be8e5-23d2-11e8-a6a3-ec086b02610b.jpg,2,rabbit
62,5a02fc06-23d2-11e8-a6a3-ec086b02610b.jpg,1,bobcat
63,59fc7fe6-23d2-11e8-a6a3-ec086b02610b.jpg,2,bobcat
64,59a94d2c-23d2-11e8-a6a3-ec086b02610b.jpg,1,dog
65,59b485d2-23d2-11e8-a6a3-ec086b02610b.jpg,2,rabbit
66,59bca356-23d2-11e8-a6a3-ec086b02610b.jpg,3,opossum
67,59eab996-23d2-11e8-a6a3-ec086b02610b.jpg,2,opossum
68,59973fb2-23d2-11e8-a6a3-ec086b02610b.jpg,3,cat
69,59738971-23d2-11e8-a6a3-ec086b02610b.jpg,1,opossum
70,596737b1-23d2-11e8-a6a3-ec086b02610b.jpg,3,coyote
71,59a7bc37-23d2-11e8-a6a3-ec086b02610b.jpg,2,dog
72,5a27d9ff-23d2-11e8-a6a3-ec086b02610b.jpg,3,coyote
73,598aced6-23d2-11e8-a6a3-ec086b02610b.jpg,1,rabbit
74,59817c12-23d2-11e8-a6a3-ec086b02610b.jpg,3,opossum
75,59a30c85-23d2-11e8-a6a3-ec086b02610b.jpg,1,opossum
76,59c31abc-23d2-11e8-a6a3-ec086b02610b.jpg,1,coyote
77,59f5feee-23d2-11e8-a6a3-ec086b02610b.jpg,1,opossum
78,5a0afff4-23d2-11e8-a6a3-ec086b02610b.jpg,1,opossum
79,59b93839-23d2-11e8-a6a3-ec086b02610b.jpg,2,squirrel
80,5a07cf34-23d2-11e8-a6a3-ec086b02610b.jpg,2,raccoon
81,5968c31d-23d2-11e8-a6a3-ec086b02610b.jpg,2,bobcat
82,59c17994-23d2-11e8-a6a3-ec086b02610b.jpg,3,opossum
